player_name,nba_team,college,draft_year,round,round_pick,overall_pick,player_name_clean,player_year_key,college_clean
Isaiah Thomas,Sacramento Kings,Washington,2011,2,30,60,Isaiah Thomas,Isaiah Thomas_2011,Washington
John Wall,Washington Wizards,Kentucky,2010,1,1,1,John Wall,John Wall_2010,Kentucky
Evan Turner,Philadelphia 76ers,Ohio State,2010,1,2,2,Evan Turner,Evan Turner_2010,Ohio St.
Derrick Favors,New Jersey Nets,Georgia Tech,2010,1,3,3,Derrick Favors,Derrick Favors_2010,Georgia Tech
Wesley Johnson,Minnesota Timberwolves,Syracuse,2010,1,4,4,Wesley Johnson,Wesley Johnson_2010,Syracuse
DeMarcus Cousins,Sacramento Kings,Kentucky,2010,1,5,5,Demarcus Cousins,Demarcus Cousins_2010,Kentucky
Ekpe Udoh,Golden State Warriors,Baylor,2010,1,6,6,Ekpe Udoh,Ekpe Udoh_2010,Baylor
Greg Monroe,Detroit Pistons,Georgetown,2010,1,7,7,Greg Monroe,Greg Monroe_2010,Georgetown
Al-Farouq Aminu,Los Angeles Clippers,Wake Forest,2010,1,8,8,Al-Farouq Aminu,Al-Farouq Aminu_2010,Wake Forest
Gordon Hayward,Utah Jazz,Butler,2010,1,9,9,Gordon Hayward,Gordon Hayward_2010,Butler
Paul George,Indiana Pacers,Fresno State,2010,1,10,10,Paul George,Paul George_2010,Fresno St.
Cole Aldrich,New Orleans Hornets,Kansas,2010,1,11,11,Cole Aldrich,Cole Aldrich_2010,Kansas
Xavier Henry,Memphis Grizzlies,Kansas,2010,1,12,12,Xavier Henry,Xavier Henry_2010,Kansas
Ed Davis,Toronto Raptors,North Carolina,2010,1,13,13,Ed Davis,Ed Davis_2010,North Carolina
Patrick Patterson,Houston Rockets,Kentucky,2010,1,14,14,Patrick Patterson,Patrick Patterson_2010,Kentucky
Larry Sanders,Milwaukee Bucks,Virginia Commonwealth,2010,1,15,15,Larry Sanders,Larry Sanders_2010,Virginia Commonwealth
Luke Babbitt,Minnesota Timberwolves,Nevada-Reno,2010,1,16,16,Luke Babbitt,Luke Babbitt_2010,Nevada-Reno
Kevin Seraphin,Chicago Bulls,Cholet Basket (France),2010,1,17,17,Kevin Seraphin,Kevin Seraphin_2010,Cholet Basket (France)
Eric Bledsoe,Oklahoma City Thunder,Kentucky,2010,1,18,18,Eric Bledsoe,Eric Bledsoe_2010,Kentucky
Avery Bradley,Boston Celtics,Texas,2010,1,19,19,Avery Bradley,Avery Bradley_2010,Texas
James Anderson,San Antonio Spurs,Oklahoma State,2010,1,20,20,James Anderson,James Anderson_2010,Oklahoma St.
Craig Brackins,Oklahoma City Thunder,Iowa State,2010,1,21,21,Craig Brackins,Craig Brackins_2010,Iowa St.
Elliot Williams,Portland Trail Blazers,Memphis,2010,1,22,22,Elliot Williams,Elliot Williams_2010,Memphis
Trevor Booker,Minnesota Timberwolves,Clemson,2010,1,23,23,Trevor Booker,Trevor Booker_2010,Clemson
Damion James,Atlanta Hawks,Texas,2010,1,24,24,Damion James,Damion James_2010,Texas
Dominique Jones,Memphis Grizzlies,South Florida,2010,1,25,25,Dominique Jones,Dominique Jones_2010,South Florida
Quincy Pondexter,Oklahoma City Thunder,Washington,2010,1,26,26,Quincy Pondexter,Quincy Pondexter_2010,Washington
Jordan Crawford,New Jersey Nets,Xavier,2010,1,27,27,Jordan Crawford,Jordan Crawford_2010,Xavier
Greivis Vasquez,Memphis Grizzlies,Maryland,2010,1,28,28,Greivis Vasquez,Greivis Vasquez_2010,Maryland
Daniel Orton,Orlando Magic,Kentucky,2010,1,29,29,Daniel Orton,Daniel Orton_2010,Kentucky
Lazar Hayward,Washington Wizards,Marquette,2010,1,30,30,Lazar Hayward,Lazar Hayward_2010,Marquette
Tibor Pleiss,New Jersey Nets,Brose Baskets (Germany),2010,2,1,31,Tibor Pleiss,Tibor Pleiss_2010,Brose Baskets (Germany)
Dexter Pittman,Miami Heat,Texas,2010,2,2,32,Dexter Pittman,Dexter Pittman_2010,Texas
Hassan Whiteside,Sacramento Kings,Marshall,2010,2,3,33,Hassan Whiteside,Hassan Whiteside_2010,Marshall
Armon Johnson,Portland Trail Blazers,Nevada-Reno,2010,2,4,34,Armon Johnson,Armon Johnson_2010,Nevada-Reno
Nemanja Bjelica,Washington Wizards,KK Crvena zvezda (Serbia),2010,2,5,35,Nemanja Bjelica,Nemanja Bjelica_2010,KK Crvena zvezda (Serbia)
Terrico White,Detroit Pistons,Mississippi,2010,2,6,36,Terrico White,Terrico White_2010,Mississippi
Darington Hobson,Milwaukee Bucks,New Mexico,2010,2,7,37,Darington Hobson,Darington Hobson_2010,New Mexico
Andy Rautins,New York Knicks,Syracuse,2010,2,8,38,Andy Rautins,Andy Rautins_2010,Syracuse
Landry Fields,New York Knicks,Stanford,2010,2,9,39,Landry Fields,Landry Fields_2010,Stanford
Lance Stephenson,Indiana Pacers,Cincinnati,2010,2,10,40,Lance Stephenson,Lance Stephenson_2010,Cincinnati
Jarvis Varnado,Miami Heat,Mississippi State,2010,2,11,41,Jarvis Varnado,Jarvis Varnado_2010,Mississippi St.
Da'Sean Butler,Miami Heat,West Virginia,2010,2,12,42,Da'Sean Butler,Da'Sean Butler_2010,West Virginia
Devin Ebanks,Los Angeles Lakers,West Virginia,2010,2,13,43,Devin Ebanks,Devin Ebanks_2010,West Virginia
Jerome Jordan,Milwaukee Bucks,Tulsa,2010,2,14,44,Jerome Jordan,Jerome Jordan_2010,Tulsa
Paulao Prestes,Minnesota Timberwolves,CB Murcia (Spain),2010,2,15,45,Paulao Prestes,Paulao Prestes_2010,CB Murcia (Spain)
Gani Lawal,Phoenix Suns,Georgia Tech,2010,2,16,46,Gani Lawal,Gani Lawal_2010,Georgia Tech
Tiny Gallon,Milwaukee Bucks,Oklahoma,2010,2,17,47,Tiny Gallon,Tiny Gallon_2010,Oklahoma
Latavious Williams,Miami Heat,Tulsa 66ers (D-League),2010,2,18,48,Latavious Williams,Latavious Williams_2010,Tulsa 66ers (D-League)
Ryan Richards,San Antonio Spurs,CB Gran Canaria (Spain),2010,2,19,49,Ryan Richards,Ryan Richards_2010,CB Gran Canaria (Spain)
Solomon Alabi,Dallas Mavericks,Florida State,2010,2,20,50,Solomon Alabi,Solomon Alabi_2010,Florida St.
Magnum Rolle,Oklahoma City Thunder,Louisiana Tech,2010,2,21,51,Magnum Rolle,Magnum Rolle_2010,Louisiana Tech
Luke Harangody,Boston Celtics,Notre Dame,2010,2,22,52,Luke Harangody,Luke Harangody_2010,Notre Dame
Pape Sy,Atlanta Hawks,STB Le Havre (France),2010,2,23,53,Pape Sy,Pape Sy_2010,STB Le Havre (France)
Willie Warren,Los Angeles Clippers,Oklahoma,2010,2,24,54,Willie Warren,Willie Warren_2010,Oklahoma
Jeremy Evans,Utah Jazz,Western Kentucky,2010,2,25,55,Jeremy Evans,Jeremy Evans_2010,Western Kentucky
Hamady Ndiaye,Minnesota Timberwolves,Rutgers,2010,2,26,56,Hamady Ndiaye,Hamady Ndiaye_2010,Rutgers
Ryan Reid,Indiana Pacers,Florida State,2010,2,27,57,Ryan Reid,Ryan Reid_2010,Florida St.
Derrick Caracter,Los Angeles Lakers,Texas-El Paso,2010,2,28,58,Derrick Caracter,Derrick Caracter_2010,Texas-El Paso
Stanley Robinson,Orlando Magic,Connecticut,2010,2,29,59,Stanley Robinson,Stanley Robinson_2010,Connecticut
Dwayne Collins,Phoenix Suns,Miami (FL),2010,2,30,60,Dwayne Collins,Dwayne Collins_2010,Miami FL
Blake Griffin,Los Angeles Clippers,Oklahoma,2009,1,1,1,Blake Griffin,Blake Griffin_2009,Oklahoma
Hasheem Thabeet,Memphis Grizzlies,Connecticut,2009,1,2,2,Hasheem Thabeet,Hasheem Thabeet_2009,Connecticut
James Harden,Oklahoma City Thunder,Arizona State,2009,1,3,3,James Harden,James Harden_2009,Arizona St.
Tyreke Evans,Sacramento Kings,Memphis,2009,1,4,4,Tyreke Evans,Tyreke Evans_2009,Memphis
Ricky Rubio,Minnesota Timberwolves,Joventut Badalona (Spain),2009,1,5,5,Ricky Rubio,Ricky Rubio_2009,Joventut Badalona (Spain)
Jonny Flynn,Minnesota Timberwolves,Syracuse,2009,1,6,6,Jonny Flynn,Jonny Flynn_2009,Syracuse
Stephen Curry,Golden State Warriors,Davidson,2009,1,7,7,Stephen Curry,Stephen Curry_2009,Davidson
Jordan Hill,New York Knicks,Arizona,2009,1,8,8,Jordan Hill,Jordan Hill_2009,Arizona
DeMar DeRozan,Toronto Raptors,Southern California,2009,1,9,9,Demar Derozan,Demar Derozan_2009,Southern California
Brandon Jennings,Milwaukee Bucks,Pallacanestro Virtus Roma (Italy),2009,1,10,10,Brandon Jennings,Brandon Jennings_2009,Pallacanestro Virtus Roma (Italy)
Terrence Williams,New Jersey Nets,Louisville,2009,1,11,11,Terrence Williams,Terrence Williams_2009,Louisville
Gerald Henderson,Charlotte Bobcats,Duke,2009,1,12,12,Gerald Henderson,Gerald Henderson_2009,Duke
Tyler Hansbrough,Indiana Pacers,North Carolina,2009,1,13,13,Tyler Hansbrough,Tyler Hansbrough_2009,North Carolina
Earl Clark,Phoenix Suns,Louisville,2009,1,14,14,Earl Clark,Earl Clark_2009,Louisville
Austin Daye,Detroit Pistons,Gonzaga,2009,1,15,15,Austin Daye,Austin Daye_2009,Gonzaga
James Johnson,Chicago Bulls,Wake Forest,2009,1,16,16,James Johnson,James Johnson_2009,Wake Forest
Jrue Holiday,Philadelphia 76ers,California-Los Angeles,2009,1,17,17,Jrue Holiday,Jrue Holiday_2009,California-Los Angeles
Ty Lawson,Minnesota Timberwolves,North Carolina,2009,1,18,18,Ty Lawson,Ty Lawson_2009,North Carolina
Jeff Teague,Atlanta Hawks,Wake Forest,2009,1,19,19,Jeff Teague,Jeff Teague_2009,Wake Forest
Eric Maynor,Utah Jazz,Virginia Commonwealth,2009,1,20,20,Eric Maynor,Eric Maynor_2009,Virginia Commonwealth
Darren Collison,New Orleans Hornets,California-Los Angeles,2009,1,21,21,Darren Collison,Darren Collison_2009,California-Los Angeles
Victor Claver,Portland Trail Blazers,Valencia BC (Spain),2009,1,22,22,Victor Claver,Victor Claver_2009,Valencia BC (Spain)
Omri Casspi,Sacramento Kings,Maccabi Tel Aviv B.C. (Israel),2009,1,23,23,Omri Casspi,Omri Casspi_2009,Maccabi Tel Aviv B.C. (Israel)
Byron Mullens,Dallas Mavericks,Ohio State,2009,1,24,24,Byron Mullens,Byron Mullens_2009,Ohio St.
Rodrigue Beaubois,Oklahoma City Thunder,Cholet Basket (France),2009,1,25,25,Rodrigue Beaubois,Rodrigue Beaubois_2009,Cholet Basket (France)
Taj Gibson,Chicago Bulls,Southern California,2009,1,26,26,Taj Gibson,Taj Gibson_2009,Southern California
DeMarre Carroll,Memphis Grizzlies,Missouri,2009,1,27,27,Demarre Carroll,Demarre Carroll_2009,Missouri
Wayne Ellington,Minnesota Timberwolves,North Carolina,2009,1,28,28,Wayne Ellington,Wayne Ellington_2009,North Carolina
Toney Douglas,Los Angeles Lakers,Florida State,2009,1,29,29,Toney Douglas,Toney Douglas_2009,Florida St.
Christian Eyenga,Cleveland Cavaliers,CB Prat (Spain),2009,1,30,30,Christian Eyenga,Christian Eyenga_2009,CB Prat (Spain)
Jeff Ayres,Sacramento Kings,Arizona State,2009,2,1,31,Jeff Ayres,Jeff Ayres_2009,Arizona St.
Jermaine Taylor,Washington Wizards,Central Florida,2009,2,2,32,Jermaine Taylor,Jermaine Taylor_2009,Central Florida
Dante Cunningham,Portland Trail Blazers,Villanova,2009,2,3,33,Dante Cunningham,Dante Cunningham_2009,Villanova
Sergio Llull,Denver Nuggets,Real Madrid Baloncesto (Spain),2009,2,4,34,Sergio Llull,Sergio Llull_2009,Real Madrid Baloncesto (Spain)
DaJuan Summers,Detroit Pistons,Georgetown,2009,2,5,35,Dajuan Summers,Dajuan Summers_2009,Georgetown
Sam Young,Memphis Grizzlies,Pittsburgh,2009,2,6,36,Sam Young,Sam Young_2009,Pittsburgh
DeJuan Blair,San Antonio Spurs,Pittsburgh,2009,2,7,37,Dejuan Blair,Dejuan Blair_2009,Pittsburgh
Jon Brockman,Portland Trail Blazers,Washington,2009,2,8,38,Jon Brockman,Jon Brockman_2009,Washington
Jonas Jerebko,Detroit Pistons,Pallacanestro Biella (Italy),2009,2,9,39,Jonas Jerebko,Jonas Jerebko_2009,Pallacanestro Biella (Italy)
Derrick Brown,Charlotte Bobcats,Xavier,2009,2,10,40,Derrick Brown,Derrick Brown_2009,Xavier
Jodie Meeks,Milwaukee Bucks,Kentucky,2009,2,11,41,Jodie Meeks,Jodie Meeks_2009,Kentucky
Patrick Beverley,Los Angeles Lakers,BC Dnipro (Ukraine),2009,2,12,42,Patrick Beverley,Patrick Beverley_2009,BC Dnipro (Ukraine)
Marcus Thornton,Miami Heat,Louisiana State,2009,2,13,43,Marcus Thornton,Marcus Thornton_2009,Louisiana Tech
Chase Budinger,Detroit Pistons,Arizona,2009,2,14,44,Chase Budinger,Chase Budinger_2009,Arizona
Nick Calathes,Minnesota Timberwolves,Florida,2009,2,15,45,Nick Calathes,Nick Calathes_2009,Florida
Danny Green,Cleveland Cavaliers,North Carolina,2009,2,16,46,Danny Green,Danny Green_2009,North Carolina
Henk Norel,Minnesota Timberwolves,Joventut Badalona (Spain),2009,2,17,47,Henk Norel,Henk Norel_2009,Joventut Badalona (Spain)
Taylor Griffin,Phoenix Suns,Oklahoma,2009,2,18,48,Taylor Griffin,Taylor Griffin_2009,Oklahoma
Sergiy Gladyr,Atlanta Hawks,MBC Mykolaiv (Ukraine),2009,2,19,49,Sergiy Gladyr,Sergiy Gladyr_2009,MBC Mykolaiv (Ukraine)
Goran Suton,Utah Jazz,Michigan State,2009,2,20,50,Goran Suton,Goran Suton_2009,Michigan St.
Jack McClinton,San Antonio Spurs,Miami (FL),2009,2,21,51,Jack McClinton,Jack McClinton_2009,Miami FL
AJ Price,Indiana Pacers,Connecticut,2009,2,22,52,Aj Price,Aj Price_2009,Connecticut
Nando De Colo,San Antonio Spurs,Cholet Basket (France),2009,2,23,53,Nando De Colo,Nando De Colo_2009,Cholet Basket (France)
Robert Vaden,Charlotte Bobcats,Alabama-Birmingham,2009,2,24,54,Robert Vaden,Robert Vaden_2009,Alabama-Birmingham
Patty Mills,Portland Trail Blazers,St. Mary's (CA),2009,2,25,55,Patty Mills,Patty Mills_2009,St. Mary's (CA)
Ahmad Nivins,Dallas Mavericks,Saint Joseph's,2009,2,26,56,Ahmad Nivins,Ahmad Nivins_2009,Saint Joseph's
Emir Preldzic,Phoenix Suns,Fenerbahce S.K. (Turkey),2009,2,27,57,Emir Preldzic,Emir Preldzic_2009,Fenerbahce S.K. (Turkey)
Lester Hudson,Boston Celtics,Tennessee-Martin,2009,2,28,58,Lester Hudson,Lester Hudson_2009,Tennessee Martin
Chinemelu Elonu,Los Angeles Lakers,Texas A&M,2009,2,29,59,Chinemelu Elonu,Chinemelu Elonu_2009,Texas A&M
Robert Dozier,Miami Heat,Memphis,2009,2,30,60,Robert Dozier,Robert Dozier_2009,Memphis
